No.,Company Name,Logo/Brand,Sponsor Type,Hall,pavilion no.,Originator Country,Representatives,Basic introduction,News/Recent Outstanding Achievement/Applications and Project References,Type of Industry,Hydrogen-focused business,Website,Form of Contacts,Highlighted Info,Unknown,Source_Sheet,Img_Logo,Img_Rep,Img_NewsProj,Img_Contact,Img_Highlight
20,Slovak National Hydrogen Association,-,Exhibitors,D,100,Slovakia,-,"The Association supports members in understanding and enhancing the prospects for hydrogen and fuel cells in Slovakia, and acts on behalf of its members to accelerate the commercialisation of these clean energy solutions.",-,"Association, Fuel Cell",H2 Community/ Professional Association,https://nvas.sk/en/,Website; https://www.facebook.com/nvas.sk; https://sk.linkedin.com/company/n%C3%A1rodn%C3%A1-vod%C3%ADkov%C3%A1-asoci%C3%A1cia-slovenska?trk=public_post_main-feed-card_reshare_feed-actor-image,-,-,S,Slovak National Hydrogen Association_Logo_Image_1013.png,,Slovak National Hydrogen Association_NewsProj_Image_1014.png,,Slovak National Hydrogen Association_Highlight_Image_1015.png
21,SMA Altenso GmbH,-,Bronze Sponsors,A,08,Germany,-,"On November 01, 2022, we changed our name from SMA Sunbelt Energy to SMA Altenso GmbH.
As a wholly owned subsidiary of SMA, we will continue to realize international projects for you in the areas of battery storage, PV hybrid/offgrid and hydrogen.",-,"Green Energy, Battery Storage, Hydrogen, Solar",Hydrogen Storage tank and other forms of Pressure Vessels,https://www.sma-altenso.com/,Website; https://de.linkedin.com/company/sma-altenso-gmbh; https://www.youtube.com/playlist?list=PL840A5336CAC32332,-,-,S,SMA Altenso GmbH_Logo_Image_1016.png,SMA Altenso GmbH_Rep_Image_1017.png,SMA Altenso GmbH_NewsProj_Image_1018.png,,SMA Altenso GmbH_Highlight_Image_1019.png
22,Smartenergy,-,Lead Sponsors,B,48,Switzerland,-,"We are specialized in investing in the development of solar, wind power and green hydrogen projects.
By anticipating market trends and stakeholder needs, we quickly identify gaps and lock-in business opportunities.
We create synergies and position ourselves across the entire energy value chain, exploring opportunities in areas adjacent to our core business.",-,"Green Energy, Investment,",H2 Business developer &  Investor,https://www.smartenergy.net/,Website; Tel: + 41 44 210 16 00; info@smartenergy.net,-,-,S,Smartenergy_Logo_Image_1020.png,Smartenergy_Rep_Image_1021.png,Smartenergy_NewsProj_Image_1022.png,,Smartenergy_Highlight_Image_1023.png
23,Snam S.p.A / Snam Global Solutions,-,Exhibitors,E,15,Italy,-,Global Solutions is the business integration platform for players in the value chain of natural and green gas,-,"Engineering, Natural Gas",H2 Business developer &  Investor,https://www.snamglobalsolutions.com/index.html,Website; Tel:,-,-,S,Snam SpA  Snam Global Solutions_Logo_Image_1024.png,Snam SpA  Snam Global Solutions_Rep_Image_1025.png,Snam SpA  Snam Global Solutions_NewsProj_Image_1026.png,,Snam SpA  Snam Global Solutions_Highlight_Image_1027.png
24,Solatio Global,-,Exhibitors with Physical & Virtual Stands,D,110,Netherlands,-,"SolatioGlobal is developing an 11-GW green hydrogen and ammonia facility in Piaui, Brazil and an integrated 9-GW solar power network, making a valuable contribution to the transition towards a net zero world.",-,"Green Energy, Hydrogen, Ammonia",Hydrogen Project Owners/Showcase/Reference/Business Portfolio,https://solatioglobal.com/,Website; E: info@solatioglobal.com,-,-,S,Solatio Global_Logo_Image_1028.png,Solatio Global_Rep_Image_1029.png,Solatio Global_NewsProj_Image_1030.png,,Solatio Global_Highlight_Image_1031.png
25,SoluForce B.V.,-,Exhibitors,C,14,Netherlands,-,"SoluForce is the originator and technological leader of Flexible Composite Pipes. Our 100% metal-free pipeline systems and connectors for oil, gas, water, mining and hydrogen are quick to deploy in challenging terrain. They go round corners, up hills, across gullies and under water. With ease. They last up to 50 years, maintenance-free. Plus we offer specialist installation equipment and support, including on-site training.",-,"Supplier, High Pressure Pipe",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.soluforce.com/,Website;  https://www.facebook.com/SoluForce; https://www.linkedin.com/company/soluforce/; https://www.youtube.com/channel/UCeHtj13-CyKTQSGsAdhUUlQ,-,-,S,SoluForce BV_Logo_Image_1032.png,SoluForce BV_Rep_Image_1033.png,SoluForce BV_NewsProj_Image_1034.png,,SoluForce BV_Highlight_Image_1035.png
26,Sorst Streckmetall GmbH,-,Exhibitors,E,62,Germany,-,"Metal construction company in Hanover, Germany Our company specializes in the production of expanded metal and offers a wide range of expanded metals and expanded metals for various industries and applications .
From protective grilles and covers in the construction industry to filters and sieves in industry – SORST supplies tailor-made expanded metal solutions for individual customer requirements.",-,"Manufacturer, Metal Product",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.sorst.de/,Website; Tel: +49 (0) 511 / 67 67 56 50; E: info@sorst.de; https://www.facebook.com/pages/Sorst-Streckmetall-GmbH/121580555053567; ,-,-,S,Sorst Streckmetall GmbH_Logo_Image_1036.png,Sorst Streckmetall GmbH_Rep_Image_1037.png,Sorst Streckmetall GmbH_NewsProj_Image_1038.png,,Sorst Streckmetall GmbH_Highlight_Image_1039.png
27,Source3 Energy X,-,Exhibitors,E,52,Canada,-,"Power-to-X (PtX) refers to pathways for the conversion of electricity into a variety of versatile products, such as hydrogen, ammonia or methanol. PtX offers a range of benefits that ensure it is a key element in solving the energy trilemma.
These include storing excess variable renewable energy (VRE); decoupling decarbonisation from the power sector to provide opportunities in hard to abate sectors, such as steel and cement production, decarbonisation of chemical production; and even presents opportunities for the utilisation of captured Carbon Dioxide (CO2)",-,"Green Energy, Investment & Development",H2 Business developer &  Investor,https://www.source3x.com/,Website; https://ca.linkedin.com/company/green-hydrogen-canada-inc,-,-,S,Source3 Energy X_Logo_Image_1040.png,Source3 Energy X_Rep_Image_1041.png,Source3 Energy X_NewsProj_Image_1042.png,,Source3 Energy X_Highlight_Image_1043.png
28,Stargate Hydrogen,-,Exhibitors,E,32,Estonia,-,"Stargate Hydrogen offers innovative stacks and electrolyser systems for the production of green hydrogen, with engineering support that allows our clients to accelerate their hydrogen projects.",-,"Green Energy, Electrolyzer",Hydrogen Production Equipment Manaufacturers and its apparatus,https://stargatehydrogen.com/,Website; E: info@stargatehydrogen.com https://www.linkedin.com/company/stargate-hydrogen/; ,-,-,S,Stargate Hydrogen_Logo_Image_1044.png,Stargate Hydrogen_Rep_Image_1045.png,Stargate Hydrogen_NewsProj_Image_1046.png,,Stargate Hydrogen_Highlight_Image_1047.png
29,StewartMcKelvey,-,Exhibitors,E,02X,Canada,-,"Stewart McKelvey is Atlantic Canada’s largest full-service law firm with six offices across four provinces. Named 2021 Atlantic Canada Law Firm of the Year at the Canadian Law Awards, we are leaders in providing the valued legal advice and innovative solutions clients need to solve their challenges now and in the future. By thinking forward, we guide our clients with a forward focus by solving their business challenges, avoiding future risks and identifying new opportunities. We lead clients and the practice of law forward.",-,Law Practice,H2 Community/ Professional Association,https://stewartmckelvey.com/,Website; https://www.facebook.com/StewartMcKelveyLaw/; https://twitter.com/SM_Law?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor; https://ca.linkedin.com/company/stewart-mckelvey,-,-,S,StewartMcKelvey_Logo_Image_1048.png,,StewartMcKelvey_NewsProj_Image_1049.png,,StewartMcKelvey_Highlight_Image_1050.png
30,Stirling Cryogenics B.V.,-,Exhibitors with Physical & Virtual Stands,C,138,Netherlands,-,"The world’s leading specialist in stand-alone cryogenics cooling systems was originally established in 1954 as part of technology giant Philips. Stirling Cryogenics has been at the forefront of cryogenic technology, delivering reliable and efficient solutions based on the (reversed) Stirling Cycle.",-,"Manufactyrer, Stirling Cryogenic",Hydrogen Production Equipment Manaufacturers and its apparatus,https://stirlingcryogenics.com/,Website; Tel: +31 40 26 77 300; E: info@stirlingcryogenics.com,-,-,S,Stirling Cryogenics BV_Logo_Image_1051.png,Stirling Cryogenics BV_Rep_Image_1052.png,Stirling Cryogenics BV_NewsProj_Image_1053.png,,Stirling Cryogenics BV_Highlight_Image_1054.png
31,Strathcona County,-,Exhibitors,E,02V,Canada,-,"We are a welcoming place to live, work and play where people from all walks of life thrive. Strathcona County is committed to working collaboratively, efficiently and effectively to provide quality service delivery to citizens, business and industry alike. Our corporate values of integrity, respect, safety, fairness and cooperation define our culture and guide our daily work. , responding 8 a.m. - 4:30 p.m. weekdays. 780-464-8111. Call 911 for emergencies.",-,Government Plublic Service,Government Agency/Representative/Policy Maker,https://www.strathcona.ca/,Website; Tel: 780-464-8111; https://www.facebook.com/Strathcona.County/; https://x.com/strathcocounty; https://www.youtube.com/user/StrathconaCounty; https://www.linkedin.com/company/strathcona-county;,-,-,S,Strathcona County_Logo_Image_1055.png,,Strathcona County_NewsProj_Image_1056.png,,Strathcona County_Highlight_Image_1057.png
32,Sturgeon County,-,Exhibitors,E,02U,Canada,-," Sturgeon County municipality where we share local programs, services, news.",-,Government Plublic Service,Government Agency/Representative/Policy Maker,https://www.sturgeoncounty.ca/,Website; Tel: 780-939-4321; E: hello@sturgeoncounty.ca;  https://www.facebook.com/SturgeonCounty; https://x.com/SturgeonCounty; https://www.youtube.com/channel/UCR_bmdOxjIpfObAdrMNn1jA; ,-,-,S,Sturgeon County_Logo_Image_1058.png,,Sturgeon County_NewsProj_Image_1059.png,,Sturgeon County_Highlight_Image_1060.png
33,Supporters Stand,-,Exhibitors,D,100,United Kingdom,-,The Sustainable Energy Council is on a mission to accelerate a hydrogen-powered energy transition. Hydrogen will be crucial to ensure a decarbonised energy future and at SEC we are committed to the development of a hydrogen economy. We play a key role by gathering public and private sector stakeholders at our global Summits to collaborate and sign partnerships for ambitious hydrogen projects that will significantly contribute to reaching net-zero goals.,-,"Counsil, Renewable Energy, Hydrogen",H2 Community/ Professional Association,https://www.sustainableenergycouncil.com/,Website; Tel: +44 20 7978 0000; E: hydrogen@sustainableenergycouncil.com; https://www.linkedin.com/company/sustainable-energy-council/; https://twitter.com/SEC_Sustainable,-,-,S,Supporters Stand_Logo_Image_1061.png,Supporters Stand_Rep_Image_1062.png,Supporters Stand_NewsProj_Image_1063.png,,Supporters Stand_Highlight_Image_1064.png
34,SVT GmbH,-,Exhibitors,C,118,Germany,-,"SVT GmbH, a member of GESCO Group, is one of the world’s leading manufacturers of loading equipment for liquid and gaseous media. More than 50 years of experience in design, manufacturing and maintenance and thousands of loading systems installed worldwide, establish SVT’s reputation as a reliable and innovative partner for its customers. 
As before, SVT designs, manufactures and assembles only in Germany – all key components such as swivel joints, emergency release couplings, control systems and connection couplings are designed, manufactured and tested by SVT in Germany.
SVT develops – based on many years of know-how – equipment which is leading in the field of the latest loading technologies, environmental protection and safety of the operating personnel",-,"Oil & Gas, Loading Equipment",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.svt-gmbh.com/en/home/,Website; Tel: +49 2336 443228; E: i.jolivet@svt-gmbh.com; https://www.linkedin.com/company/svt-gmbh/,-,-,S,SVT GmbH_Logo_Image_1065.png,SVT GmbH_Rep_Image_1066.png,SVT GmbH_NewsProj_Image_1067.png,,SVT GmbH_Highlight_Image_1068.png
35,SwitcH2 B.V.,-,Exhibitors,C,10,Netherlands,-,"SwitcH2 designs the next generation of floating production units for green hydrogen and green ammonia, harnessing wind, solar, and wave energy, revolutionizing renewable energy system integration.",-,Renewable Energy; Engineering,EPC and/or Engineering Services and Consulting Firms,https://switch2offshore.com/,Website; Tel: +31 (0)10 80 80 690; E: info@switch2offshore.com; https://www.linkedin.com/company/switch2-offshore/,-,-,S,SwitcH2 BV_Logo_Image_1069.png,SwitcH2 BV_Rep_Image_1070.png,SwitcH2 BV_NewsProj_Image_1071.png,,SwitcH2 BV_Highlight_Image_1072.png
36,Symbase,-,Exhibitors,D,66,Poland,-,We are from Poland and we operate all over the world. We offer comprehensive solution based on green hydrogen and hybrid energy storage systems.,-,"Renewable Energy, Fuel Cell, Hydrogen Power Generation",EPC and/or Engineering Services and Consulting Firms,https://symbasehe.com/,Website; Tel: +48 61 10 10 444; E: sales@symbase-group.com; https://pl.linkedin.com/company/symbase,-,-,S,Symbase_Logo_Image_1073.png,Symbase_Rep_Image_1074.png,Symbase_NewsProj_Image_1075.png,,Symbase_Highlight_Image_1076.png
1,T&B Petroleum,-,Exhibitors,D,100,Brazil,-,"Not Brazil, we are just beginning to understand how things work, imagining that we would still walk the same paths with the flexibility of Petroleum, opening the doors for the entry of new players in the country.

Today, Benício Biz Editores launches T&B Petroleum, the only magazine specialized in technology and business in the oil and gas sectors of Brazil. The publication saw an important lacuna in the market, from today onwards, began to be remade as a journal of professionals and sector researchers.",-,"News, Energy",Conference Organizer/ Event Advertiser/Journalism/,https://www.tbpetroleum.com.br/,"Website; Tel: (21) 993612876; E: dagmar.brasilio@tnpetroleo.com.br, https://www.linkedin.com/company/tn-petr-leo/, https://www.facebook.com/tnpetroleo, https://twitter.com/tbpetroleum; https://www.youtube.com/channel/UCwA0W80mQ-mIUK64O9wKX8g",-,-,T,TB Petroleum_Logo_Image_1077.png,,TB Petroleum_NewsProj_Image_1078.png,,TB Petroleum_Highlight_Image_1079.png
2,Tank Storage Magazine,-,Exhibitors,D,100,United Kingdom,-,"Tank Storage Magazine is the leading industry publication dedicated exclusively to the bulk liquid storage sector. Published 5 times a year, the publication is read by CEOs, terminal managers, business development managers and senior engineers within the oil, gas and petrochemical market.
Each issue carries articles on:
- Current market trends
- Terminal expansion and construction projects
- Recent policy, regulations and legislation affecting the sector
- Storage terminal operator interviews
- Terminal news developments
- Emerging tank products
- Technical equipment articles",-,"News, Liquid & Gas Storage",Conference Organizer/ Event Advertiser/Journalism/,https://tankstorage.com/?_gl=1*kqw8gc*_up*MQ..*_ga*MTAxMTMyNTMzNC4xNzE4MDg4NDIy*_ga_ZFLRL5L3Z0*MTcxODA4ODQyMS4xLjAuMTcxODA4ODQyMS4wLjAuMA..*_ga_D33Y4JT3WP*MTcxODA4ODQyMi4xLjAuMTcxODA4ODQyMi4wLjAuMA..,Website; Tel: +44 (0)20 3196 4300; E: membership@tankstorage.com; https://www.facebook.com/TankStorageMagazine/; https://twitter.com/TankStorageInfo; https://uk.linkedin.com/showcase/tank-storage-magazine/,-,-,T,Tank Storage Magazine_Logo_Image_1080.png,,Tank Storage Magazine_NewsProj_Image_1081.png,,Tank Storage Magazine_Highlight_Image_1082.png
3,Tata Consulting Engineers Limited,-,Exhibitors,E,115,India,-,"     Tata Consulting Engineers Limited (TCE) is the largest Indian private sector engineering and project consultancy and an emerging global leader in integrated engineering solutions. With more than 60 years of engineering excellence, TCE has a presence in over 64 countries and 12000+ completed projects, the company operates in the following 3 Industry segments:

1. Infrastructure (Water, Environment, Urban Development, Buildings, Manufacturing Facilities, Ports and Harbours, Transportation)
2. Power (Thermal, Hydro, Nuclear, Renewable, Transmission and Distribution)
3. Resources
- Hydrocarbons and Chemicals (Oil, Gas and Refineries, Chemicals, Petrochemicals, Fertilizers, Speciality Chemicals, Pulp and Paper, Cement, Food, Pharmaceuticals and Beverages, Tyre, Glass)
- Mining and Metallurgy (Mining, Geology, Beneficiation, Steel, Non-ferrous)
     TCE serves domestic as well as international markets and is known for several first-of-its-kind projects offering Engineering Studies, Design Engineering Services, Project Management Consultancy Services, OPEX and IIOT across all three verticals.
     A part of Tata Group - India’s most respected group, TCE is a 100 % subsidiary of Tata Sons Limited.",-,"Engineeering, Consultant",EPC and/or Engineering Services and Consulting Firms,https://www.tce.co.in/,Website; Tel: +31 6 45274352; E: tceconnect@tce.co.in; https://twitter.com/TCEConnect; https://www.facebook.com/tceconnect/,-,-,T,Tata Consulting Engineers Limited_Logo_Image_1083.png,Tata Consulting Engineers Limited_Rep_Image_1084.png,Tata Consulting Engineers Limited_NewsProj_Image_1085.png,,Tata Consulting Engineers Limited_Highlight_Image_1086.png
4,TB-NIIGATA,-,Exhibitors,D,26,Japan,-,"TB Global Technologies Ltd. (TBG) was established through the merger of Tokyo Boeki Machinery Ltd. that supply equipment required for loading and unloading petrochemical, liquid natural gas (LNG), chemical products materials, clean energy, etc., energy related equipment, and sales and after-sales services and Tokyo Boeki Engineering Ltd. that provides the development and manufacturing of the above-mentioned products. We have been creating new values by gathering the strengths we have accumulated for more than half a century, and putting together the value chain from marketing to development / manufacturing / sales / after-sales services.",-,"Energy, Transportation",Energy Carrier/Transporter/Shipping/Developer/Exploration,https://www.tbgtech.co.jp/en/,Website; Tel: +1 81368418432; E: hironaka.naoji@tbgtech.co.jp,-,-,T,TB-NIIGATA_Logo_Image_1087.png,,TB-NIIGATA_NewsProj_Image_1088.png;TB-NIIGATA_NewsProj_Image_1089.png,,TB-NIIGATA_Highlight_Image_1090.png
5,Technip Energies B.V.,-,Exhibitors,C,40,France,-,"Technip Energies is a leading Engineering & Technology company for the energy transition, with leadership positions in Liquefied Natural Gas (LNG), hydrogen and ethylene as well as growing market positions in blue and green hydrogen, sustainable chemistry and CO2 management. The company benefits from its robust project delivery model supported by extensive technology, products and services offering. 
Operating in 34 countries, our 15,000 people are fully committed to bringing our client’s innovative projects to life, breaking boundaries to accelerate the energy transition for a better tomorrow.",-,"Engineering,LNG /Hydrogen & Green Energy",EPC and/or Engineering Services and Consulting Firms,https://www.ten.com/en,Website; Tel: +33 (0)1 47 78 21 21; https://th.linkedin.com/company/technip-energies; https://twitter.com/TechnipEnergies; ,-,-,T,Technip Energies BV_Logo_Image_1091.png,Technip Energies BV_Rep_Image_1092.png,Technip Energies BV_NewsProj_Image_1093.png,,Technip Energies BV_Highlight_Image_1094.png
6,Teesing,-,Exhibitors,B,80,Netherlands,-,"Teesing is your long-term partner for the development and supply of high-quality assemblies and related services for the transportation, control, sealing, distribution, filtration, purification, and measurement of gases and liquids.

Teesing collaborates closely with partners, both substantively and organizationally, enabling them to continuously meet the demands of their market.",-,"Gas & Liquid, Distribution & Purification",Hydrogen Production Equipment Manaufacturers and its apparatus,https://teesing.com/en,Website; Tel: +31 6 82067002; E: c.roseboom@teesing.com,-,-,T,Teesing_Logo_Image_1095.png,Teesing_Rep_Image_1096.png,Teesing_NewsProj_Image_1097.png,,Teesing_Highlight_Image_1098.png
7,Tenaris Connections B.V.,-,Exhibitors,E,70,Netherlands,-,We are the leading manufacturer of pipes and related services for the world's energy industry and certain other industrial applications. We also supply pipes and tubular components for low-carbon energy applications.,-,"Manufacturer, Pipe & Tube",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.tenaris.com/en,Website; Tel: +39 329 903 4406; E: vgrigolo@tenaris.com,-,-,T,Tenaris Connections BV_Logo_Image_1099.png,Tenaris Connections BV_Rep_Image_1100.png,Tenaris Connections BV_NewsProj_Image_1101.png,,Tenaris Connections BV_Highlight_Image_1102.png
8,The Energy Year,-,Exhibitors,D,100,United Kingdom,-,"In 2020, The Oil & Gas Year (TOGY) became The Energy Year. Our annual reports on key markets cover oil, gas, clean fuels and renewables as well as social and environmental governance. ",-,"News, Oil & Gas",Conference Organizer/ Event Advertiser/Journalism/,https://theenergyyear.com/,Website; https://twitter.com/TheEnergyYear; https://uk.linkedin.com/company/theenergyyear; https://www.facebook.com/TOGYonline,-,-,T,The Energy Year_Logo_Image_1103.png,,The Energy Year_NewsProj_Image_1104.png,,The Energy Year_Highlight_Image_1105.png
9,The Hydrogen and Fuel Cell Center ZBT (Zentrum fur BrennstoffzellenTechnik),-,Exhibitors,C,C82f,Germany,-,"BT is one of the leading research institutes in Europe for fuel cell, hydrogen and electrolysis technologies and a sought-after R&D partner in both European and national cutting-edge research as well as in industrial projects focusing on automotive applications and stationary power generation.",-,"Hydrogen, Fuel Cell & Electrolyzer",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.zbt-duisburg.de/en/the-zbt/,Website; Tel: +49-(0)203-7598-0; E: info(at)zbt.de,-,-,T,The Hydrogen and Fuel Cell Center ZBT Zentrum fur BrennstoffzellenTechnik_Logo_Image_1106.png,The Hydrogen and Fuel Cell Center ZBT Zentrum fur BrennstoffzellenTechnik_Rep_Image_1107.png,The Hydrogen and Fuel Cell Center ZBT Zentrum fur BrennstoffzellenTechnik_NewsProj_Image_1108.png,,The Hydrogen and Fuel Cell Center ZBT Zentrum fur BrennstoffzellenTechnik_Highlight_Image_1109.png
10,The Hydrogen Standard,-,Exhibitors,D,100,United Kingdom,-,The Hydrogen Standard is a go-to portal for all news updates related to the hydrogen value chain and how it fits in the wider energy transition. It uses external news feeds from all over the web and brings them all under one roof. An aggregated one-stop shop for all your latest updates on the hydrogen economy.,-,"News, Hydrogen",Conference Organizer/ Event Advertiser/Journalism/,https://thehydrogenstandard.com/,Website; E: Contact@thehydrogenstandard.com; https://www.facebook.com/thehydrogenstandard/; https://twitter.com/H2Standard; https://uk.linkedin.com/company/hydrogen-standard?original_referer=https%3A%2F%2Fwww.google.com%2F,-,-,T,The Hydrogen Standard_Logo_Image_1110.png,,The Hydrogen Standard_NewsProj_Image_1111.png,,The Hydrogen Standard_Highlight_Image_1112.png
11,The OGM,-,Exhibitors,N/a,-,Canada,-,"The OGM is inspired and advanced by respected leaders of innovation, vision, and consciousness industry and the ongoing intricacies of global business influencers.",Picture,"News, Business, Oil & Gas, Renewable Energy",Conference Organizer/ Event Advertiser/Journalism/,https://theogm.com/,Website; Tel: +1 709 770 0677; E: tinaolivero@theogm.com,-,-,T,The OGM_Logo_Image_1113.png,,,,The OGM_Highlight_Image_1114.png
12,Thomassen Energy,-,Exhibitors,E,42,Netherlands,-,"With over 50 years of experience, Thomassen Energy has become a leading provider of aftermarket services for heavy-duty gas turbines, Thomassen Energy serves customer needs with flexible, reliable, and efficient gas turbine solutions to improve lifecycle costs and reduce emissions.  We're experts in retrofitting gas turbines all around the world, making sure they emit ultra-low emissions and can run on renewable gases like hydrogen. Our retrofits also enhance performance, lower total cost of ownership (TCO), and more.  We’re here to help you reduce carbon emissions with quality upgrades and aftermarket retrofits for your gas turbines.",-,"Retrofitting, Gasturbine, Hydrogen",EPC and/or Engineering Services and Consulting Firms,https://thomassen.energy/,Website; Tel: + 31 26 497 5800; E: info@thomassen.psn.com,-,-,T,Thomassen Energy_Logo_Image_1115.png,Thomassen Energy_Rep_Image_1116.png,Thomassen Energy_NewsProj_Image_1117.png,,Thomassen Energy_Highlight_Image_1118.png
13,thyssenkrupp nucera AG & Co. KGAa,-,Gold Sponsors,B,20,Germany,-,"Thyssenkrupp nucera offers world-leading technologies for high-efficiency electrolysis plants. The company has extensive in-depth knowledge in the engineering, procurement, and construction of electrochemical plants and a strong track record of more than 600 projects with a total rating of over 10 gigawatts already successfully installed. With chlor-alkali and green hydrogen, the company has developed two strong portfolio segments that create synergies and provide innovative solutions for industrial progress and green value chains. thyssenkrupp nucera’s water electrolysis technology harnesses the power of renewable energy to produce green hydrogen at commercial scale, leaving no harmful greenhouse gas emissions behind. For an industry fueled by clean energy – a major step towards climate-neutrality.",-,"EPC , Green Energy, Electrolsis",EPC and/or Engineering Services and Consulting Firms,https://thyssenkrupp-nucera.com/,Website; E: dortmund@thyssenkrupp-nucera.com; https://www.linkedin.com/company/thyssenkrupp-nucera/; https://twitter.com/thyssenkruppnca,-,-,T,thyssenkrupp nucera AG  Co KGAa_Logo_Image_1119.png,thyssenkrupp nucera AG  Co KGAa_Rep_Image_1120.png,,thyssenkrupp nucera AG  Co KGAa_Contact_Image_1121.png,thyssenkrupp nucera AG  Co KGAa_Highlight_Image_1122.png
14,Toyota Motor Europe,-,Exhibitors,D,20,Belgium,-,"As pioneers in hybrid technology and advocates for zero-emission vehicles, we stand at the forefront of the automotive industry's transition towards a more sustainable future. Our relentless pursuit of environmental stewardship permeates every aspect of our business, from our advanced manufacturing processes to our multi-pathway vehicle line-up. ",-,"Automotive, Hybrid",EPC and/or Engineering Services and Consulting Firms,https://www.toyota-europe.com/,Website; https://www.linkedin.com/company/toyota-motor-europe; https://twitter.com/toyota_europe,-,-,T,Toyota Motor Europe_Logo_Image_1123.png,Toyota Motor Europe_Rep_Image_1124.png,Toyota Motor Europe_NewsProj_Image_1125.png,,Toyota Motor Europe_Highlight_Image_1126.png
15,Tractebel Engineering,-,Exhibitors,D,118,Belgium,-,"Tractebel is a global engineering and consulting company delivering integrated solutions for sustainable energy and built environment projects. Our expertise is trusted worldwide across multiple markets like nuclear, renewables, power & gas, electrical grids, hydropower & dams, water resources & supply, desalination, complex & high-tech buildings, transport infrastructures, and ports & waterways.  Tractebel is a global engineering and consulting company delivering integrated solutions for sustainable energy and built environment projects. 
Our expertise is trusted worldwide across multiple markets like nuclear, renewables, power & gas, electrical grids, hydropower & dams, water resources & supply, desalination, complex & high-tech buildings, transport infrastructures, and ports & waterways.",-,"Engineering & Consulting, Sustainable Energy",EPC and/or Engineering Services and Consulting Firms,https://tractebel-engie.com/en,Website; https://www.linkedin.com/company/tractebel-engie-group/; https://twitter.com/tractebel,-,-,T,Tractebel Engineering_Logo_Image_1127.png,Tractebel Engineering_Rep_Image_1128.png,Tractebel Engineering_NewsProj_Image_1129.png,,Tractebel Engineering_Highlight_Image_1130.png
16,Transform Materials LLC,-,Exhibitors,A,96,United States,-,"We use clean plasma technology to transform hydrocarbons for sustainable chemistry.
Transform uses microwave-driven plasma technology to convert hydrocarbons into clean acetylene and hydrogen. Transform's scalable systems can be used on-site and wherever hydrocarbons are located to convert them into new high-value products without generating CO2 emissions.",-,"Manufacturer, Hydrogen, Sustainable chemisty",EPC and/or Engineering Services and Consulting Firms,https://www.transformmaterials.com/,Website; Tel: +1 (561) 227-9451;  https://www.linkedin.com/company/transform-materials,-,-,T,Transform Materials LLC_Logo_Image_1131.png,Transform Materials LLC_Rep_Image_1132.png,Transform Materials LLC_NewsProj_Image_1133.png,,Transform Materials LLC_Highlight_Image_1134.png
17,Trelleborg (Vee Bee Filtration UK Limited),-,Exhibitors,D,76,United Kingdom,-,"Strainers, Filters and Pressure Vessels
A comprehensive range of Strainers, Filters and Pressure Vessels designed to protect the processes of modern and efficient operations.",-,"Engineering, Marine & Infrastructure ",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.trelleborg.com/en/marine-and-infrastructure,Website; Tel:  +44 1384 378 884; E:  sales@veebee.com; https://twitter.com/TrelleborgMI; https://www.facebook.com/TrelleborgMarineandInfrastructure,-,-,T,Trelleborg Vee Bee Filtration UK Limited_Logo_Image_1135.png,Trelleborg Vee Bee Filtration UK Limited_Rep_Image_1136.png,Trelleborg Vee Bee Filtration UK Limited_NewsProj_Image_1137.png,,Trelleborg Vee Bee Filtration UK Limited_Highlight_Image_1138.png
18,Triple Point Resources,-,Exhibitors,E,02R,Canada,-,"Triple Point Resources Ltd. is a Canadian based company focused on developing clean energy storage solutions for the growing hydrogen economy, supporting the transition to a sustainable energy future. The Company aims to provide safe, efficient, and cost-effective storage solutions for renewable energy sources using salt caverns. 

Salt caverns are storage cavities created in salt domes that store all forms of energy, including hydrogen and compressed air. Caverns offer a huge reservoir for renewable energy for power generation, supporting levels of utility scale renewable energy storage that was considered impossible and now sufficient to supply energy for entire cities or regions. ",-,"Renewable Energy, Underground Storage",Hydrogen Production Equipment Manaufacturers and its apparatus,https://triplepoint.ca/,Website; Tel: (587) 374-5844; E: info@triplepoint.ca; https://www.linkedin.com/company/triplepointresources/,-,-,T,Triple Point Resources_Logo_Image_1139.png,,Triple Point Resources_NewsProj_Image_1140.png,,Triple Point Resources_Highlight_Image_1141.png
